	业务子类	受理时间	受理日类型	受理紧急程度	受理重要程度	首次评议	通话时长	供电所类型	用电类型	该线路当天跳闸重合闸成功次数	该线路当天跳闸重合闸不成功次数	前一天至当天成功	前一天至当天不成功	前两天至当天成功	前两天至当天不成功	前三天至当天成功	前三天至当天不成功	受理变电站编号	受理用户前半年总工单	受理用户前半年一般工单提级投诉	受理用户前半年意见不提级工单	受理用户前半年意见转投诉工单	受理用户前半年投诉工单	受理当天温度：最大/最小/平均	受理当天温度：最大/最小/平均.1	受理当天温度：最大/最小/平均.2	受理前期三天温度：最大/最小/平均	受理前期三天温度：最大/最小/平均.1	受理前期三天温度：最大/最小/平均.2	受理后期三天温度：最大/最小/平均	受理后期三天温度：最大/最小/平均.1	受理后期三天温度：最大/最小/平均.2	受理当天/前三天/后三天最恶劣天气	受理当天/前三天/后三天最恶劣天气.1	受理当天/前三天/后三天最恶劣天气.2	受理当天最大/最小/平均风力	受理当天最大/最小/平均风力.1	受理当天最大/最小/平均风力.2	受理前三天最大/最小/平均风力	受理前三天最大/最小/平均风力.1	受理前三天最大/最小/平均风力.2	受理后三天平均最大/最小/风力	受理后三天平均最大/最小/风力.1	受理后三天平均最大/最小/风力.2	受理当天风向	47-49/受理前三天最大/最小/平均负荷	47-49/受理前三天最大/最小/平均负荷.1	47-49/受理前三天最大/最小/平均负荷.2	业务类型	工单风险类别
10	1	9	2	1	1	3	2	1	4	1	1	1	1	1	1	1	1	23	2	1	1	1	1	9	5	7	9	5	7	7	4	5	6	3	2	4	1	2.166666667	2	1	1	3	2	2	2	5	4	4	10	1
11	1	7	2	1	1	1	2	1	4	1	1	1	1	1	1	1	1	37	2	1	1	1	1	11	9	9	11	9	9	11	8	9	2	5	5	3	0	2.052631579	3	1	2	2	1	2	1	4	4	4	3	1
12	1	5	2	1	1	3	1	1	4	1	1	1	1	1	1	1	1	9	1	1	1	1	1	8	7	7	8	7	7	9	7	8	2	2	5	4	1	2.0	2	1	2	2	1	2	1	4	4	4	10	1
13	1	6	1	1	1	3	2	1	4	1	1	1	1	1	1	1	1	29	1	1	1	1	1	11	9	9	11	9	9	11	9	9	8	7	8	2	0	1.659574468	2	1	1	2	1	1	2	7	7	6	9	1
14	1	10	1	1	1	3	2	1	4	1	1	1	1	1	1	1	1	12	1	1	1	1	1	12	10	10	12	10	10	11	8	9	2	8	5	4	2	3.421052632	3	2	2	3	2	3	1	4	4	4	10	1
15	1	6	1	1	1	3	3	1	4	1	1	1	1	1	1	1	1	37	1	1	1	1	1	11	9	10	11	9	10	11	9	10	5	8	7	3	0	1.526315789	2	1	1	2	1	1	1	6	6	6	10	1
16	1	4	2	1	1	3	2	1	3	1	1	1	1	1	1	1	1	29	2	1	1	1	1	11	9	10	11	9	10	12	9	10	2	5	2	3	1	1.625	2	1	1	2	1	1	1	8	7	7	9	1
17	1	9	1	1	1	3	1	1	4	1	1	1	1	1	1	1	1	9	1	1	1	1	1	5	4	4	5	4	4	9	5	7	6	6	6	3	0	2.0	2	1	2	2	1	1	2	4	2	3	10	1
18	1	8	2	1	1	3	1	1	4	1	1	1	1	1	1	1	1	37	2	1	1	1	1	9	6	7	9	6	7	9	6	7	2	2	3	2	0	1.5	2	1	1	2	1	1	2	4	4	4	9	1
19	1	6	1	1	1	3	2	1	4	1	1	1	1	1	1	1	1	42	1	1	1	1	1	11	9	10	11	9	10	11	9	10	2	7	9	2	0	1.315789474	2	1	1	2	1	1	9	6	6	6	10	1
20	1	5	2	1	1	3	1	1	4	1	1	1	1	1	1	1	1	37	2	1	1	1	1	9	6	7	9	6	7	9	6	7	2	2	3	2	0	1.5	2	1	1	2	1	1	2	4	4	4	9	1
21	1	12	1	1	1	3	2	1	4	1	1	1	1	1	1	1	1	3	2	1	1	1	1	12	10	11	12	10	11	11	9	10	2	2	9	3	0	1.625	2	1	1	2	1	1	6	8	7	7	9	1
22	1	8	1	1	1	3	2	1	4	1	1	1	1	1	1	1	1	9	2	1	1	1	1	11	9	10	11	9	10	10	6	8	2	5	5	4	1	2.105263158	2	1	2	3	2	2	2	4	5	5	10	1
23	1	5	2	1	1	3	2	1	4	1	1	1	1	1	1	1	1	9	1	1	1	1	1	10	8	9	10	8	9	11	9	10	5	7	2	3	1	1.936170213	2	1	1	2	2	2	8	7	7	7	10	1
24	1	6	1	1	1	3	2	1	4	1	1	1	1	1	1	1	1	15	2	1	1	1	1	11	9	10	11	9	10	12	9	10	2	9	2	3	2	2.277777778	3	1	2	2	1	1	1	6	3	5	10	1
25	1	5	1	1	1	3	4	3	9	1	1	1	1	1	1	1	1	44	1	1	1	1	1	11	9	10	11	9	10	11	9	10	7	2	7	3	1	1.684210526	2	1	2	2	1	1	1	7	7	7	10	1
26	1	5	1	1	1	3	2	1	4	1	1	1	1	1	1	1	1	26	1	1	1	1	1	11	9	10	11	9	10	11	10	10	3	3	3	6	2	4.25	3	1	2	4	2	3	1	7	7	7	10	1
27	1	4	1	1	1	3	2	1	4	1	1	1	1	1	1	1	1	29	1	1	1	1	1	9	6	7	9	6	7	10	8	9	2	7	2	3	1	1.736842105	2	1	1	2	1	2	1	4	4	4	10	1
28	1	10	1	1	1	3	1	3	4	1	1	1	1	2	1	2	1	30	2	1	1	1	1	11	10	11	11	10	11	12	9	11	3	3	8	3	0	1.636363636	2	1	1	2	1	2	1	9	9	9	6	1
29	1	10	1	1	1	3	3	1	4	1	1	1	1	1	1	1	1	37	1	1	1	1	1	7	5	6	7	5	6	8	6	7	6	6	6	2	0	1.15	2	1	1	3	2	2	9	4	3	3	10	1
30	1	9	2	1	1	3	1	3	9	1	1	1	1	1	1	1	1	36	2	1	1	1	1	10	9	9	10	9	9	10	7	8	8	3	3	3	1	1.782608696	2	1	2	3	2	2	2	7	6	6	3	1
31	1	5	2	1	1	3	1	1	2	1	1	1	1	1	1	1	1	31	2	1	1	1	1	10	9	9	10	9	9	11	9	10	5	2	2	2	1	1.291666667	2	1	1	2	1	1	1	8	7	8	10	1
32	1	5	2	1	1	3	2	1	4	1	1	1	1	1	1	1	1	37	2	1	1	1	1	7	5	6	7	5	6	8	5	6	3	3	3	6	1	5.041666667	3	1	2	4	2	3	2	4	4	4	10	1
33	1	9	1	1	1	3	2	1	4	1	1	1	1	1	1	1	1	37	2	1	1	1	1	11	9	10	11	9	10	12	9	10	5	7	2	5	1	2.684210526	2	1	1	2	1	2	1	6	6	6	10	1
34	1	4	2	1	1	2	2	3	4	1	1	1	1	1	1	1	1	24	1	1	1	1	1	11	8	9	11	8	9	10	8	8	2	6	6	2	0	1.052631579	2	1	1	2	1	2	2	3	3	3	3	1
35	1	8	1	1	1	3	2	2	4	1	1	1	1	1	1	1	1	4	1	1	1	1	1	11	10	10	11	10	10	11	10	10	2	2	2	4	2	3.2	3	2	2	4	2	3	1	5	4	4	9	1
36	1	9	2	1	1	3	1	1	4	1	1	1	1	1	1	1	1	12	1	1	1	1	1	8	4	5	8	4	5	7	3	4	3	2	6	3	2	2.692307692	2	1	2	3	2	2	9	3	3	3	9	1
37	1	6	2	1	1	3	1	1	4	1	1	1	1	1	1	1	1	37	1	1	1	1	1	6	4	5	6	4	5	7	5	6	1	3	8	3	1	1.875	2	1	2	2	1	1	9	9	7	8	9	1
38	1	8	1	1	1	3	2	1	9	1	1	1	1	1	1	1	1	29	1	1	1	1	1	11	9	10	11	9	10	11	10	10	2	2	2	2	1	1.723404255	2	1	1	2	1	1	1	5	5	5	3	1
39	1	7	1	1	1	3	5	1	4	1	1	1	1	1	1	1	1	3	1	1	1	1	1	9	8	8	9	8	8	10	7	8	6	9	4	6	1	4.0	4	1	3	4	2	3	1	4	4	4	10	1
40	1	5	1	1	1	3	1	1	4	1	1	1	1	1	1	1	1	26	1	1	1	1	1	9	7	8	9	7	8	11	6	8	2	1	1	4	1	2.2	2	1	1	2	1	1	9	4	4	3	10	1
41	1	8	1	1	1	3	3	1	4	1	1	1	1	1	1	1	1	37	1	1	1	1	1	8	6	7	8	6	7	8	5	6	3	6	3	2	0	1.0	2	1	1	3	2	2	2	3	3	3	9	1
42	1	7	1	1	1	3	2	1	4	1	1	1	1	1	1	1	1	26	1	1	1	1	1	7	5	5	7	5	5	8	4	6	1	2	1	5	2	2.913043478	2	1	1	2	1	1	9	6	5	5	10	1
43	1	9	2	1	1	3	2	1	4	1	1	1	1	1	1	1	1	15	1	1	1	1	1	11	9	10	11	9	10	11	7	9	2	2	8	3	1	1.791666667	2	2	2	3	2	2	1	5	5	5	10	1
44	1	5	2	1	1	3	1	3	4	1	1	1	1	1	1	1	1	42	2	1	1	1	1	4	2	3	4	2	3	6	2	4	3	6	3	6	1	2.842105263	2	1	2	2	1	2	9	6	4	5	6	1
45	1	9	2	1	1	3	1	1	4	1	1	1	1	1	1	1	1	37	1	1	1	1	1	12	10	11	12	10	11	12	10	11	2	3	2	5	1	4.090909091	4	2	3	4	3	3	1	8	7	7	10	1
46	1	6	4	1	1	3	3	1	4	1	1	1	1	1	1	1	1	12	1	1	1	1	1	6	4	5	6	4	5	8	4	6	1	2	3	4	1	2.263157895	2	1	2	2	1	1	9	4	4	4	10	1
47	1	5	1	1	1	3	11	1	2	1	1	1	1	1	1	1	1	37	1	1	1	1	1	10	9	9	10	9	9	10	7	9	2	3	6	6	2	3.791666667	3	1	2	4	2	3	1	5	5	4	10	1
48	1	5	1	1	1	2	2	1	4	1	1	1	1	1	1	1	1	3	1	1	1	1	1	12	9	10	12	9	10	12	10	11	2	5	2	2	0	1.421052632	2	1	1	2	1	2	6	7	6	6	9	1
49	1	9	1	1	1	3	1	2	4	1	1	1	1	1	1	1	1	16	2	1	1	1	1	11	9	10	11	9	10	12	9	10	6	10	6	5	0	1.782608696	2	1	1	3	1	2	1	7	7	7	10	1
50	1	11	1	1	1	1	1	3	4	1	1	1	1	1	1	1	1	35	1	1	1	1	1	11	9	10	11	9	10	11	9	10	2	5	5	3	2	2.473684211	2	2	2	3	2	2	1	6	6	6	6	1
51	1	6	1	1	1	3	5	1	4	1	1	1	1	1	1	1	1	37	1	1	1	1	1	11	9	10	11	9	10	11	10	10	2	2	2	4	2	3.052631579	3	1	2	4	2	3	1	4	4	4	9	1
52	1	5	1	1	1	3	2	3	4	1	1	1	1	1	1	1	1	35	2	1	1	1	1	10	9	9	10	9	9	11	9	10	10	8	8	2	1	1.684210526	2	1	1	3	1	2	1	5	5	5	9	1
53	1	7	3	1	1	3	3	1	4	1	1	1	1	1	1	1	1	37	1	1	1	1	1	11	8	9	11	8	9	11	8	9	2	2	5	3	2	2.55	3	1	2	3	2	2	9	4	4	4	10	1
54	1	7	1	1	1	3	4	1	4	1	1	1	1	1	1	1	1	26	1	1	1	1	1	8	6	7	8	6	7	6	5	5	6	2	6	3	1	2.388888889	2	1	1	2	2	2	9	3	3	3	10	1
55	1	6	1	1	1	3	5	1	4	1	1	1	1	1	1	1	1	12	1	1	1	1	1	8	6	7	8	6	7	10	6	8	6	6	6	6	2	4.208333333	3	2	3	4	2	3	2	5	4	4	10	1
56	1	5	1	1	1	3	2	1	4	1	1	1	1	1	1	1	1	3	1	1	1	1	1	8	5	7	8	5	7	9	5	7	2	7	1	4	2	2.631578947	2	1	1	2	1	2	9	4	4	4	10	1
57	1	9	2	1	1	3	2	1	4	1	1	1	1	1	1	1	1	12	1	1	1	1	1	11	10	10	11	10	10	11	10	10	5	9	5	4	0	2.736842105	3	1	2	3	2	2	6	5	4	4	9	1
58	1	6	1	1	1	2	3	4	4	1	1	1	1	1	1	1	1	2	1	1	1	1	1	11	10	11	11	10	11	12	10	11	2	2	7	3	1	2.125	2	1	1	3	1	2	6	8	7	8	3	1
59	1	6	1	1	1	3	7	1	4	1	1	1	1	1	1	1	1	37	1	1	1	1	1	8	5	6	8	5	6	9	5	7	3	6	2	2	1	1.625	2	1	2	4	2	2	1	5	4	4	10	1
60	1	9	1	1	1	3	2	1	4	1	1	1	1	1	1	1	1	29	1	1	1	1	1	11	10	10	11	10	10	12	9	10	2	7	7	2	0	0.842105263	2	1	1	2	1	1	6	6	6	5	10	1
61	1	10	1	1	1	3	1	1	4	1	1	1	1	1	1	1	1	40	1	1	1	1	1	9	8	8	9	8	8	8	4	5	3	3	9	6	1	4.304347826	3	1	2	4	2	4	1	4	4	4	9	1
62	1	10	1	1	1	3	3	3	4	1	1	1	1	1	1	1	1	35	1	1	1	1	1	10	9	9	10	9	9	11	9	10	8	5	10	3	0	1.105263158	2	1	1	3	2	2	1	5	5	5	10	1
63	1	8	2	1	1	3	2	1	4	1	1	1	1	1	1	1	1	37	1	1	1	1	1	11	10	11	11	10	11	12	10	10	2	5	2	3	1	1.722222222	2	1	1	2	2	2	1	5	6	6	9	1
64	1	10	2	1	1	2	3	1	4	1	1	1	1	1	1	1	1	37	2	1	1	1	1	12	9	10	12	9	10	12	10	10	5	3	5	2	1	1.958333333	2	1	1	2	1	1	9	10	9	9	9	1
65	1	11	2	1	1	1	2	1	4	1	1	1	1	1	1	1	1	26	1	1	1	1	1	11	9	10	11	9	10	11	9	10	5	5	8	4	0	2.421052632	3	2	2	3	1	2	1	5	5	5	10	1
66	1	10	1	1	1	3	3	1	4	1	1	1	1	1	1	1	1	37	2	1	1	1	1	9	6	8	9	6	8	9	5	7	3	2	3	3	1	2.041666667	2	1	1	3	1	2	2	5	5	5	10	1
67	1	6	1	1	1	3	1	1	4	1	1	1	1	1	1	1	1	37	1	1	1	1	1	11	9	9	11	9	9	11	6	8	2	2	8	2	0	1.421052632	2	1	1	3	1	2	1	4	4	4	10	1
68	1	5	1	1	1	3	2	1	4	1	1	1	1	1	1	1	1	37	1	1	1	1	1	10	8	9	10	8	9	10	8	9	2	6	3	3	1	1.947368421	2	1	1	2	1	2	2	5	5	5	10	1
69	1	5	1	1	1	3	2	1	4	1	1	1	1	1	1	1	1	3	1	1	1	1	1	10	9	9	10	9	9	10	9	9	2	8	2	4	2	2.652173913	2	1	1	3	2	2	1	7	6	6	10	1
70	1	9	1	1	1	3	5	1	4	1	1	1	1	1	1	1	1	9	2	1	1	1	1	6	5	5	6	5	5	9	6	8	6	6	2	2	0	1.333333333	2	1	2	2	1	1	2	2	2	2	10	1
71	1	11	1	1	1	3	3	1	4	1	1	1	1	1	1	1	1	3	2	1	1	1	1	11	9	9	11	9	9	11	8	10	6	3	3	5	1	3.333333333	3	1	2	3	2	2	2	8	7	7	10	1
72	1	5	1	1	1	3	1	1	4	1	1	1	1	1	1	1	1	37	2	1	1	1	1	9	7	8	9	7	8	10	7	8	6	3	3	7	1	2.833333333	3	2	2	4	1	2	9	6	6	6	6	1
73	1	8	1	1	1	3	1	4	4	1	1	1	1	1	1	1	1	2	1	1	1	1	1	9	7	8	9	7	8	10	7	9	2	2	2	3	1	2.15	2	1	1	2	2	2	9	5	5	5	10	1
74	1	8	1	1	1	3	2	1	4	1	1	1	1	1	1	1	1	9	1	1	1	1	1	11	10	10	11	10	10	11	9	10	2	2	2	3	1	1.808510638	2	1	1	2	1	1	6	6	5	6	10	1
75	1	6	1	1	1	3	3	2	4	1	1	1	1	1	1	1	1	4	1	1	1	1	1	10	8	9	10	8	9	11	7	9	1	2	2	3	1	1.5	2	1	1	3	1	2	2	3	4	3	2	1
76	1	10	1	1	1	3	1	1	4	1	1	1	1	1	1	1	1	37	2	1	1	1	1	5	3	3	5	3	3	5	3	4	3	3	6	3	2	2.166666667	2	1	2	2	1	1	2	6	4	5	10	1
77	1	10	1	1	1	3	2	1	4	1	1	1	1	1	1	1	1	37	2	1	1	1	1	5	4	5	5	4	5	8	5	6	6	6	3	3	1	2.263157895	2	1	2	2	2	2	9	4	3	3	10	1
78	1	9	1	1	1	3	4	1	4	1	1	1	1	1	1	1	1	37	2	1	1	1	1	8	3	5	8	3	5	8	3	5	1	2	2	3	1	1.375	2	1	1	3	1	2	9	8	6	7	10	1
79	1	9	2	1	1	3	2	1	4	1	1	1	1	1	1	1	1	26	1	1	1	1	1	7	4	5	7	4	5	8	4	6	1	2	3	2	0	1.5	2	1	1	2	1	2	9	7	6	6	10	1
80	1	4	1	1	1	3	11	4	4	1	1	1	1	1	1	1	1	13	1	1	1	1	1	6	4	5	6	4	5	6	3	5	2	6	2	4	2	2.736842105	2	1	1	3	1	2	9	4	4	4	2	1
81	1	12	1	1	1	3	5	1	4	1	1	1	1	1	1	1	1	31	2	1	1	1	1	6	4	5	6	4	5	7	4	5	6	6	6	3	1	2.05	2	1	1	2	1	1	9	3	3	3	10	1
82	1	5	2	1	1	3	12	1	4	1	1	1	1	1	1	1	1	37	2	1	1	1	1	10	7	8	10	7	8	10	7	8	2	1	3	3	1	1.833333333	2	1	1	2	1	1	9	6	6	6	9	1
83	1	8	1	1	1	3	1	1	4	1	1	1	1	1	1	1	1	26	1	1	1	1	1	10	9	9	10	9	9	12	9	10	8	10	5	4	1	2.375	2	1	2	2	1	1	1	7	6	6	10	1
84	1	6	2	1	1	3	1	1	4	1	1	1	1	1	1	1	1	37	1	1	1	1	1	10	9	9	10	9	9	11	8	9	5	2	2	5	2	3.894736842	3	2	2	3	2	3	9	4	4	4	9	1
85	1	6	2	1	1	3	2	2	4	1	1	1	1	1	1	1	1	16	1	1	1	1	1	9	7	8	9	7	8	10	8	9	8	8	2	3	1	1.947368421	2	1	1	2	1	1	9	5	5	5	9	1
86	1	5	2	1	1	3	1	2	4	1	1	1	1	1	1	1	1	4	1	1	1	1	1	9	7	8	9	7	8	9	7	8	2	2	2	3	2	2.272727273	2	1	1	2	2	2	1	6	5	5	3	1
87	1	8	1	1	1	3	2	1	4	1	1	1	1	1	1	1	1	12	2	1	1	1	1	9	7	8	9	7	8	9	7	8	3	3	2	3	0	1.541666667	2	1	1	3	2	2	1	2	2	2	10	1
88	1	7	1	1	1	3	1	1	4	1	1	1	1	1	1	1	1	29	2	1	1	1	1	10	7	8	10	7	8	10	7	8	1	1	1	4	1	2.105263158	2	1	1	3	1	2	9	5	5	5	10	1
89	1	10	1	1	1	3	1	1	4	1	1	1	1	1	1	1	1	37	2	1	1	1	1	11	10	10	11	10	10	11	8	10	7	2	7	3	2	2.333333333	2	1	2	2	1	1	6	7	7	7	9	1
90	1	9	1	1	1	3	1	1	4	1	1	1	1	1	1	1	1	29	2	1	1	1	1	12	10	11	12	10	11	12	9	10	2	6	2	5	0	1.52173913	3	1	1	3	1	2	6	8	8	8	2	1
91	1	8	2	1	1	1	5	3	4	1	1	1	1	1	1	1	1	24	1	1	1	1	1	10	4	8	10	4	8	9	5	7	2	6	6	3	2	2.684210526	2	1	1	3	3	3	1	4	4	3	3	1
92	1	6	2	1	1	3	2	3	4	1	1	1	1	1	1	1	1	18	1	1	1	1	1	12	11	11	12	11	11	12	11	11	2	2	3	6	0	5.0	3	1	3	4	1	3	1	9	8	8	10	1
93	1	5	1	1	1	3	3	1	4	1	1	1	1	1	1	1	1	37	1	1	1	1	1	11	11	11	11	11	11	12	8	10	2	2	7	3	1	2.208333333	2	1	2	3	2	2	6	7	7	7	10	1
94	1	8	1	1	1	3	3	1	4	1	1	1	1	1	1	1	1	37	2	1	1	1	1	9	6	7	9	6	7	9	7	8	2	3	3	3	1	2.173913043	2	1	1	3	2	2	1	5	2	3	10	1
95	1	6	1	1	1	3	1	1	4	1	1	1	1	1	1	1	1	3	1	1	1	1	1	11	9	10	11	9	10	10	7	8	2	2	8	3	2	2.916666667	2	1	1	3	2	2	3	6	5	5	3	1
96	1	11	1	1	1	3	2	2	4	1	1	1	1	1	1	1	1	4	2	1	1	1	1	10	8	9	10	8	9	10	7	8	3	3	6	2	1	1.416666667	2	1	1	2	1	2	2	7	6	6	10	1
97	1	8	2	1	1	3	3	3	4	1	1	1	1	1	1	1	1	37	1	1	1	1	1	11	10	10	11	10	10	11	9	10	3	7	5	3	1	1.9	2	1	1	2	1	1	6	7	6	6	10	1
98	1	10	1	1	1	3	1	5	4	1	1	1	1	1	1	1	1	5	1	1	1	1	1	10	8	9	10	8	9	8	6	7	2	2	6	3	1	1.894736842	2	1	1	3	1	2	1	4	3	3	9	1
99	1	9	1	1	1	3	2	1	1	1	1	1	1	1	1	1	1	40	3	1	1	1	1	11	11	11	11	11	11	12	9	10	3	3	10	3	1	2.090909091	2	1	1	3	2	2	1	9	8	8	3	1
100	1	4	1	1	1	3	3	1	4	1	1	1	1	1	1	1	1	37	1	1	1	1	1	10	8	8	10	8	8	10	8	9	6	6	3	3	1	2.041666667	2	1	1	2	1	2	3	7	6	6	9	1
101	1	7	1	1	1	2	2	3	4	1	1	1	1	1	1	1	1	35	1	1	1	1	1	10	8	9	10	8	9	11	9	10	2	7	2	3	1	1.95	2	1	1	2	1	1	9	6	6	6	9	1
102	1	5	1	1	1	3	2	1	4	1	1	1	1	1	1	1	1	15	1	1	1	1	1	8	7	7	8	7	7	9	7	8	2	2	2	3	1	1.916666667	2	1	1	2	1	1	1	3	4	3	10	1
103	1	5	2	1	1	3	2	1	4	1	1	1	1	1	1	1	1	15	1	1	1	1	1	12	10	11	12	10	11	12	10	11	2	3	2	3	1	2.0	2	1	1	2	1	1	6	7	7	7	10	1
104	1	8	1	1	1	3	1	1	4	1	1	1	1	1	1	1	1	12	2	1	1	1	1	11	9	10	11	9	10	11	9	10	5	9	2	3	1	2.315789474	2	1	1	2	2	2	1	5	5	5	10	1
105	1	4	1	1	1	3	3	1	4	1	1	1	1	1	1	1	1	15	1	1	1	1	1	12	10	11	12	10	11	12	10	11	2	3	3	5	4	4.818181818	3	1	3	4	2	3	1	8	7	8	10	1
106	1	9	1	1	1	3	1	1	4	1	1	1	1	1	1	1	1	37	1	1	1	1	1	10	7	8	10	7	8	11	9	10	3	7	2	2	0	1.419354839	2	1	1	2	1	2	2	5	5	5	10	1
107	1	7	1	1	1	3	4	1	4	1	1	1	1	1	1	1	1	37	2	1	1	1	1	10	9	9	10	9	9	11	9	10	2	7	9	2	0	0.789473684	2	1	1	2	1	1	2	5	5	5	10	1
108	1	6	1	1	1	3	2	1	4	1	1	1	1	1	1	1	1	12	1	1	1	1	1	11	10	10	11	10	10	12	10	11	2	9	2	3	1	2.217391304	2	1	2	3	2	2	6	7	7	7	3	1
109	1	5	1	1	1	3	1	1	4	1	1	1	1	1	1	1	1	40	1	1	1	1	1	10	9	9	10	9	9	11	7	9	2	6	2	3	1	2.083333333	2	1	1	2	1	2	2	7	6	7	9	1
110	8	6	1	1	1	3	1	3	4	1	1	1	1	1	1	1	1	30	1	1	1	1	1	10	8	9	10	8	9	11	8	9	2	9	8	5	3	4.2	3	1	2	3	2	2	9	5	5	5	3	1
111	1	8	2	1	1	3	7	1	4	1	1	1	1	1	1	1	1	26	1	1	1	1	1	11	9	10	11	9	10	12	9	10	5	5	5	4	0	2.0	2	1	1	3	2	2	2	5	5	5	10	1
112	1	8	1	1	1	3	1	3	7	1	1	1	1	1	1	1	1	35	2	1	1	1	1	9	8	8	9	8	8	8	4	6	2	3	6	4	2	2.47826087	2	1	1	3	2	2	1	4	2	3	3	1
113	1	9	1	1	1	3	1	1	4	1	1	1	1	1	1	1	1	37	2	1	1	1	1	4	2	3	4	2	3	6	2	4	3	6	3	6	1	2.842105263	2	1	2	2	1	2	9	6	4	5	10	1
114	1	9	1	1	1	3	1	1	4	1	1	1	1	1	1	1	1	29	2	1	1	1	1	10	8	9	10	8	9	11	9	10	5	7	2	3	1	1.936170213	2	1	1	2	2	2	8	7	7	7	10	1
115	1	6	2	1	1	4	3	3	4	1	1	1	1	1	1	1	1	44	1	1	1	1	1	6	5	5	6	5	5	6	3	4	6	6	6	5	0	1.894736842	2	1	1	3	2	2	2	4	3	3	9	1
116	1	6	1	1	1	3	1	1	6	1	1	1	1	1	1	2	1	37	1	1	1	1	1	12	10	11	12	10	11	11	10	11	2	9	2	4	2	2.708333333	2	1	1	2	1	2	1	8	7	7	6	1
117	1	4	1	1	1	3	1	2	4	1	1	1	1	1	1	1	1	4	2	1	1	1	1	11	9	10	11	9	10	11	9	10	5	2	8	3	1	2.3	2	1	1	3	2	2	3	6	6	6	10	1
118	1	8	1	1	1	3	3	1	4	1	1	1	1	1	1	1	1	29	1	1	1	1	1	5	4	4	5	4	4	7	3	5	6	3	6	4	2	2.615384615	2	1	2	3	2	2	9	3	3	3	9	1
